"id";"skill";"skill_type"
2788.0;"Management";"soft"
2789.0;"Management";"soft"
2791.0;"Management";"soft"
2795.0;"Management";"soft"
2796.0;"Management";"soft"
2801.0;"Management";"soft"
2802.0;"Management";"soft"
2804.0;"Management";"soft"
2809.0;"Management";"soft"
2810.0;"Management";"soft"
2811.0;"Management";"soft"
2813.0;"Management";"soft"
2814.0;"Management";"soft"
2816.0;"Management";"soft"
2817.0;"Management";"soft"
2818.0;"Management";"soft"
2820.0;"Management";"soft"
2822.0;"Management";"soft"
2823.0;"Management";"soft"
2824.0;"Management";"soft"
2827.0;"Management";"soft"
2831.0;"Management";"soft"
2832.0;"Management";"soft"
2834.0;"Management";"soft"
2836.0;"Management";"soft"
2838.0;"Management";"soft"
2839.0;"Management";"soft"
2842.0;"Management";"soft"
2843.0;"Management";"soft"
2845.0;"Management";"soft"
2846.0;"Management";"soft"
2848.0;"Management";"soft"
2850.0;"Management";"soft"
2855.0;"Management";"soft"
2856.0;"Management";"soft"
2858.0;"Management";"soft"
2862.0;"Management";"soft"
2863.0;"Management";"soft"
2865.0;"Management";"soft"
2867.0;"Management";"soft"
2869.0;"Management";"soft"
2870.0;"Management";"soft"
2871.0;"Management";"soft"
2872.0;"Management";"soft"
2874.0;"Management";"soft"
2875.0;"Management";"soft"
2879.0;"Management";"soft"
2880.0;"Management";"soft"
2881.0;"Management";"soft"
2882.0;"Management";"soft"
2883.0;"Management";"soft"
2885.0;"Management";"soft"
2886.0;"Management";"soft"
2887.0;"Management";"soft"
2889.0;"Management";"soft"
2891.0;"Management";"soft"
2892.0;"Management";"soft"
2893.0;"Management";"soft"
2895.0;"Management";"soft"
2897.0;"Management";"soft"
2898.0;"Management";"soft"
2900.0;"Management";"soft"
2901.0;"Management";"soft"
2902.0;"Management";"soft"
2903.0;"Management";"soft"
2904.0;"Management";"soft"
2905.0;"Management";"soft"
2906.0;"Management";"soft"
2908.0;"Management";"soft"
2912.0;"Management";"soft"
2913.0;"Management";"soft"
2916.0;"Management";"soft"
2917.0;"Management";"soft"
2919.0;"Management";"soft"
2920.0;"Management";"soft"
2921.0;"Management";"soft"
2922.0;"Management";"soft"
2923.0;"Management";"soft"
2924.0;"Management";"soft"
2925.0;"Management";"soft"
2926.0;"Management";"soft"
2927.0;"Management";"soft"
2932.0;"Management";"soft"
2933.0;"Management";"soft"
2934.0;"Management";"soft"
2937.0;"Management";"soft"
2940.0;"Management";"soft"
2942.0;"Management";"soft"
2943.0;"Management";"soft"
2945.0;"Management";"soft"
2946.0;"Management";"soft"
2947.0;"Management";"soft"
2948.0;"Management";"soft"
2949.0;"Management";"soft"
2950.0;"Management";"soft"
2951.0;"Management";"soft"
2953.0;"Management";"soft"
2958.0;"Management";"soft"
2959.0;"Management";"soft"
2961.0;"Management";"soft"
2963.0;"Management";"soft"
2966.0;"Management";"soft"
2967.0;"Management";"soft"
2968.0;"Management";"soft"
2969.0;"Management";"soft"
2970.0;"Management";"soft"
2971.0;"Management";"soft"
2973.0;"Management";"soft"
2974.0;"Management";"soft"
2977.0;"Management";"soft"
2978.0;"Management";"soft"
2979.0;"Management";"soft"
2980.0;"Management";"soft"
2981.0;"Management";"soft"
2985.0;"Management";"soft"
2986.0;"Management";"soft"
2990.0;"Management";"soft"
2991.0;"Management";"soft"
2993.0;"Management";"soft"
2994.0;"Management";"soft"
2995.0;"Management";"soft"
2996.0;"Management";"soft"
2999.0;"Management";"soft"
3000.0;"Management";"soft"
3002.0;"Management";"soft"
3003.0;"Management";"soft"
3004.0;"Management";"soft"
3005.0;"Management";"soft"
3013.0;"Management";"soft"
3014.0;"Management";"soft"
3015.0;"Management";"soft"
3016.0;"Management";"soft"
3018.0;"Management";"soft"
3019.0;"Management";"soft"
3022.0;"Management";"soft"
3023.0;"Management";"soft"
3024.0;"Management";"soft"
3026.0;"Management";"soft"
3028.0;"Management";"soft"
3031.0;"Management";"soft"
3033.0;"Management";"soft"
3034.0;"Management";"soft"
3035.0;"Management";"soft"
3036.0;"Management";"soft"
3037.0;"Management";"soft"
3038.0;"Management";"soft"
3039.0;"Management";"soft"
3040.0;"Management";"soft"
3041.0;"Management";"soft"
3042.0;"Management";"soft"
3044.0;"Management";"soft"
3045.0;"Management";"soft"
3046.0;"Management";"soft"
3047.0;"Management";"soft"
3050.0;"Management";"soft"
3055.0;"Management";"soft"
3056.0;"Management";"soft"
3058.0;"Management";"soft"
3060.0;"Management";"soft"
3061.0;"Management";"soft"
3062.0;"Management";"soft"
3065.0;"Management";"soft"
3067.0;"Management";"soft"
3068.0;"Management";"soft"
3069.0;"Management";"soft"
3071.0;"Management";"soft"
3072.0;"Management";"soft"
3073.0;"Management";"soft"
3074.0;"Management";"soft"
3075.0;"Management";"soft"
3076.0;"Management";"soft"
3077.0;"Management";"soft"
3081.0;"Management";"soft"
3086.0;"Management";"soft"
3089.0;"Management";"soft"
3090.0;"Management";"soft"
3092.0;"Management";"soft"
3093.0;"Management";"soft"
3094.0;"Management";"soft"
3095.0;"Management";"soft"
3096.0;"Management";"soft"
3097.0;"Management";"soft"
3098.0;"Management";"soft"
3100.0;"Management";"soft"
3101.0;"Management";"soft"
3102.0;"Management";"soft"
3107.0;"Management";"soft"
3111.0;"Management";"soft"
3114.0;"Management";"soft"
3116.0;"Management";"soft"
3117.0;"Management";"soft"
3118.0;"Management";"soft"
3119.0;"Management";"soft"
3120.0;"Management";"soft"
3122.0;"Management";"soft"
3128.0;"Management";"soft"
3129.0;"Management";"soft"
3130.0;"Management";"soft"
3131.0;"Management";"soft"
3133.0;"Management";"soft"
3134.0;"Management";"soft"
3135.0;"Management";"soft"
3137.0;"Management";"soft"
3141.0;"Management";"soft"
3142.0;"Management";"soft"
3144.0;"Management";"soft"
3148.0;"Management";"soft"
3149.0;"Management";"soft"
3150.0;"Management";"soft"
3151.0;"Management";"soft"
3153.0;"Management";"soft"
3159.0;"Management";"soft"
3163.0;"Management";"soft"
3164.0;"Management";"soft"
3165.0;"Management";"soft"
3166.0;"Management";"soft"
3168.0;"Management";"soft"
3170.0;"Management";"soft"
3172.0;"Management";"soft"
3174.0;"Management";"soft"
3175.0;"Management";"soft"
3176.0;"Management";"soft"
3178.0;"Management";"soft"
3179.0;"Management";"soft"
3180.0;"Management";"soft"
3181.0;"Management";"soft"
3183.0;"Management";"soft"
3187.0;"Management";"soft"
3188.0;"Management";"soft"
3189.0;"Management";"soft"
3191.0;"Management";"soft"
3192.0;"Management";"soft"
3193.0;"Management";"soft"
3194.0;"Management";"soft"
3197.0;"Management";"soft"
3198.0;"Management";"soft"
3200.0;"Management";"soft"
3202.0;"Management";"soft"
3203.0;"Management";"soft"
3204.0;"Management";"soft"
3206.0;"Management";"soft"
3207.0;"Management";"soft"
3208.0;"Management";"soft"
3209.0;"Management";"soft"
3215.0;"Management";"soft"
3219.0;"Management";"soft"
3220.0;"Management";"soft"
3221.0;"Management";"soft"
3222.0;"Management";"soft"
3223.0;"Management";"soft"
3225.0;"Management";"soft"
3226.0;"Management";"soft"
3227.0;"Management";"soft"
3228.0;"Management";"soft"
3230.0;"Management";"soft"
3232.0;"Management";"soft"
3234.0;"Management";"soft"
3237.0;"Management";"soft"
3238.0;"Management";"soft"
3239.0;"Management";"soft"
3240.0;"Management";"soft"
3241.0;"Management";"soft"
3242.0;"Management";"soft"
3243.0;"Management";"soft"
3244.0;"Management";"soft"
3245.0;"Management";"soft"
3246.0;"Management";"soft"
3248.0;"Management";"soft"
3253.0;"Management";"soft"
3256.0;"Management";"soft"
3257.0;"Management";"soft"
3263.0;"Management";"soft"
3264.0;"Management";"soft"
3270.0;"Management";"soft"
3271.0;"Management";"soft"
3273.0;"Management";"soft"
3275.0;"Management";"soft"
3276.0;"Management";"soft"
3282.0;"Management";"soft"
3283.0;"Management";"soft"
3294.0;"Management";"soft"
3298.0;"Management";"soft"
3299.0;"Management";"soft"
3309.0;"Management";"soft"
3311.0;"Management";"soft"
3314.0;"Management";"soft"
3318.0;"Management";"soft"
3319.0;"Management";"soft"
3321.0;"Management";"soft"
3322.0;"Management";"soft"
3324.0;"Management";"soft"
3327.0;"Management";"soft"
3329.0;"Management";"soft"
3331.0;"Management";"soft"
3338.0;"Management";"soft"
3340.0;"Management";"soft"
3342.0;"Management";"soft"
3343.0;"Management";"soft"
3345.0;"Management";"soft"
3349.0;"Management";"soft"
3351.0;"Management";"soft"
3352.0;"Management";"soft"
3355.0;"Management";"soft"
3357.0;"Management";"soft"
3358.0;"Management";"soft"
3361.0;"Management";"soft"
3364.0;"Management";"soft"
3366.0;"Management";"soft"
3367.0;"Management";"soft"
3368.0;"Management";"soft"
3369.0;"Management";"soft"
3371.0;"Management";"soft"
3373.0;"Management";"soft"
3381.0;"Management";"soft"
3383.0;"Management";"soft"
3385.0;"Management";"soft"
3386.0;"Management";"soft"
3387.0;"Management";"soft"
3388.0;"Management";"soft"
3389.0;"Management";"soft"
3390.0;"Management";"soft"
3391.0;"Management";"soft"
3392.0;"Management";"soft"
3395.0;"Management";"soft"
3398.0;"Management";"soft"
3399.0;"Management";"soft"
3404.0;"Management";"soft"
3405.0;"Management";"soft"
3406.0;"Management";"soft"
3408.0;"Management";"soft"
3411.0;"Management";"soft"
3412.0;"Management";"soft"
3413.0;"Management";"soft"
3420.0;"Management";"soft"
3421.0;"Management";"soft"
3422.0;"Management";"soft"
3423.0;"Management";"soft"
3424.0;"Management";"soft"
3428.0;"Management";"soft"
3434.0;"Management";"soft"
3438.0;"Management";"soft"
3439.0;"Management";"soft"
3441.0;"Management";"soft"
3442.0;"Management";"soft"
3443.0;"Management";"soft"
3444.0;"Management";"soft"
3445.0;"Management";"soft"
3447.0;"Management";"soft"
3448.0;"Management";"soft"
3449.0;"Management";"soft"
3450.0;"Management";"soft"
3452.0;"Management";"soft"
3455.0;"Management";"soft"
3456.0;"Management";"soft"
3458.0;"Management";"soft"
3459.0;"Management";"soft"
3460.0;"Management";"soft"
3462.0;"Management";"soft"
3463.0;"Management";"soft"
3464.0;"Management";"soft"
3466.0;"Management";"soft"
3467.0;"Management";"soft"
3468.0;"Management";"soft"
3469.0;"Management";"soft"
3470.0;"Management";"soft"
3471.0;"Management";"soft"
3473.0;"Management";"soft"
3477.0;"Management";"soft"
3478.0;"Management";"soft"
3479.0;"Management";"soft"
3480.0;"Management";"soft"
3483.0;"Management";"soft"
3484.0;"Management";"soft"
3485.0;"Management";"soft"
3488.0;"Management";"soft"
3489.0;"Management";"soft"
3490.0;"Management";"soft"
3492.0;"Management";"soft"
3493.0;"Management";"soft"
3494.0;"Management";"soft"
3496.0;"Management";"soft"
3498.0;"Management";"soft"
3499.0;"Management";"soft"
3501.0;"Management";"soft"
3502.0;"Management";"soft"
3503.0;"Management";"soft"
3504.0;"Management";"soft"
3505.0;"Management";"soft"
3506.0;"Management";"soft"
3507.0;"Management";"soft"
3509.0;"Management";"soft"
3512.0;"Management";"soft"
3513.0;"Management";"soft"
3516.0;"Management";"soft"
3517.0;"Management";"soft"
3518.0;"Management";"soft"
3520.0;"Management";"soft"
3521.0;"Management";"soft"
3522.0;"Management";"soft"
3527.0;"Management";"soft"
3529.0;"Management";"soft"
3530.0;"Management";"soft"
3531.0;"Management";"soft"
3532.0;"Management";"soft"
3535.0;"Management";"soft"
3537.0;"Management";"soft"
3539.0;"Management";"soft"
3540.0;"Management";"soft"
3541.0;"Management";"soft"
3543.0;"Management";"soft"
3545.0;"Management";"soft"
3546.0;"Management";"soft"
3547.0;"Management";"soft"
3549.0;"Management";"soft"
3551.0;"Management";"soft"
3552.0;"Management";"soft"
3554.0;"Management";"soft"
3555.0;"Management";"soft"
3556.0;"Management";"soft"
3558.0;"Management";"soft"
3564.0;"Management";"soft"
3569.0;"Management";"soft"
3570.0;"Management";"soft"
3571.0;"Management";"soft"
3573.0;"Management";"soft"
3575.0;"Management";"soft"
3576.0;"Management";"soft"
3579.0;"Management";"soft"
3581.0;"Management";"soft"
3582.0;"Management";"soft"
3583.0;"Management";"soft"
3584.0;"Management";"soft"
3587.0;"Management";"soft"
3594.0;"Management";"soft"
3595.0;"Management";"soft"
3596.0;"Management";"soft"
3598.0;"Management";"soft"
3599.0;"Management";"soft"
3601.0;"Management";"soft"
3602.0;"Management";"soft"
3604.0;"Management";"soft"
3605.0;"Management";"soft"
3606.0;"Management";"soft"
3607.0;"Management";"soft"
3610.0;"Management";"soft"
3612.0;"Management";"soft"
3613.0;"Management";"soft"
3616.0;"Management";"soft"
3617.0;"Management";"soft"
3618.0;"Management";"soft"
3619.0;"Management";"soft"
3621.0;"Management";"soft"
3625.0;"Management";"soft"
3634.0;"Management";"soft"
3636.0;"Management";"soft"
3638.0;"Management";"soft"
3639.0;"Management";"soft"
3643.0;"Management";"soft"
3644.0;"Management";"soft"
3645.0;"Management";"soft"
3646.0;"Management";"soft"
3647.0;"Management";"soft"
3649.0;"Management";"soft"
3650.0;"Management";"soft"
3651.0;"Management";"soft"
3652.0;"Management";"soft"
3653.0;"Management";"soft"
3654.0;"Management";"soft"
3656.0;"Management";"soft"
3659.0;"Management";"soft"
3660.0;"Management";"soft"
3661.0;"Management";"soft"
3662.0;"Management";"soft"
3665.0;"Management";"soft"
3666.0;"Management";"soft"
3667.0;"Management";"soft"
3668.0;"Management";"soft"
3669.0;"Management";"soft"
3670.0;"Management";"soft"
3671.0;"Management";"soft"
3673.0;"Management";"soft"
3675.0;"Management";"soft"
3676.0;"Management";"soft"
3677.0;"Management";"soft"
3678.0;"Management";"soft"
3679.0;"Management";"soft"
3680.0;"Management";"soft"
3682.0;"Management";"soft"
3683.0;"Management";"soft"
3684.0;"Management";"soft"
3685.0;"Management";"soft"
3686.0;"Management";"soft"
3687.0;"Management";"soft"
3688.0;"Management";"soft"
3689.0;"Management";"soft"
3691.0;"Management";"soft"
3692.0;"Management";"soft"
3693.0;"Management";"soft"
3694.0;"Management";"soft"
3695.0;"Management";"soft"
3696.0;"Management";"soft"
3698.0;"Management";"soft"
3702.0;"Management";"soft"
3704.0;"Management";"soft"
3706.0;"Management";"soft"
3707.0;"Management";"soft"
3709.0;"Management";"soft"
3713.0;"Management";"soft"
3714.0;"Management";"soft"
3716.0;"Management";"soft"
3717.0;"Management";"soft"
3719.0;"Management";"soft"
3720.0;"Management";"soft"
3721.0;"Management";"soft"
3722.0;"Management";"soft"
3723.0;"Management";"soft"
3724.0;"Management";"soft"
3726.0;"Management";"soft"
3727.0;"Management";"soft"
3728.0;"Management";"soft"
3730.0;"Management";"soft"
3735.0;"Management";"soft"
3736.0;"Management";"soft"
3741.0;"Management";"soft"
3742.0;"Management";"soft"
3743.0;"Management";"soft"
3744.0;"Management";"soft"
3745.0;"Management";"soft"
3746.0;"Management";"soft"
3747.0;"Management";"soft"
3748.0;"Management";"soft"
3749.0;"Management";"soft"
3750.0;"Management";"soft"
3753.0;"Management";"soft"
3754.0;"Management";"soft"
3756.0;"Management";"soft"
3757.0;"Management";"soft"
3758.0;"Management";"soft"
3759.0;"Management";"soft"
3760.0;"Management";"soft"
3761.0;"Management";"soft"
3762.0;"Management";"soft"
3763.0;"Management";"soft"
3764.0;"Management";"soft"
3765.0;"Management";"soft"
3768.0;"Management";"soft"
3769.0;"Management";"soft"
3771.0;"Management";"soft"
3772.0;"Management";"soft"
3774.0;"Management";"soft"
3776.0;"Management";"soft"
3777.0;"Management";"soft"
3780.0;"Management";"soft"
3781.0;"Management";"soft"
3782.0;"Management";"soft"
3784.0;"Management";"soft"
3785.0;"Management";"soft"
3786.0;"Management";"soft"
3787.0;"Management";"soft"
3789.0;"Management";"soft"
3790.0;"Management";"soft"
3791.0;"Management";"soft"
3792.0;"Management";"soft"
3794.0;"Management";"soft"
3796.0;"Management";"soft"
3798.0;"Management";"soft"
3801.0;"Management";"soft"
3803.0;"Management";"soft"
3805.0;"Management";"soft"
3806.0;"Management";"soft"
3807.0;"Management";"soft"
3808.0;"Management";"soft"
3810.0;"Management";"soft"
3811.0;"Management";"soft"
3812.0;"Management";"soft"
3813.0;"Management";"soft"
3814.0;"Management";"soft"
3816.0;"Management";"soft"
3819.0;"Management";"soft"
3820.0;"Management";"soft"
3821.0;"Management";"soft"
3824.0;"Management";"soft"
3825.0;"Management";"soft"
3826.0;"Management";"soft"
3827.0;"Management";"soft"
3828.0;"Management";"soft"
3829.0;"Management";"soft"
3831.0;"Management";"soft"
3833.0;"Management";"soft"
3834.0;"Management";"soft"
3837.0;"Management";"soft"
3838.0;"Management";"soft"
3839.0;"Management";"soft"
3841.0;"Management";"soft"
3842.0;"Management";"soft"
3843.0;"Management";"soft"
3848.0;"Management";"soft"
3849.0;"Management";"soft"
3851.0;"Management";"soft"
3853.0;"Management";"soft"
3860.0;"Management";"soft"
3861.0;"Management";"soft"
3863.0;"Management";"soft"
3864.0;"Management";"soft"
3865.0;"Management";"soft"
3868.0;"Management";"soft"
3869.0;"Management";"soft"
3870.0;"Management";"soft"
3871.0;"Management";"soft"
3873.0;"Management";"soft"
3876.0;"Management";"soft"
3880.0;"Management";"soft"
3882.0;"Management";"soft"
3885.0;"Management";"soft"
3886.0;"Management";"soft"
3888.0;"Management";"soft"
3889.0;"Management";"soft"
3892.0;"Management";"soft"
3893.0;"Management";"soft"
3897.0;"Management";"soft"
3898.0;"Management";"soft"
3900.0;"Management";"soft"
3901.0;"Management";"soft"
3902.0;"Management";"soft"
3903.0;"Management";"soft"
3904.0;"Management";"soft"
3905.0;"Management";"soft"
3906.0;"Management";"soft"
3910.0;"Management";"soft"
3911.0;"Management";"soft"
3914.0;"Management";"soft"
3918.0;"Management";"soft"
3919.0;"Management";"soft"
3921.0;"Management";"soft"
3923.0;"Management";"soft"
3924.0;"Management";"soft"
3927.0;"Management";"soft"
3930.0;"Management";"soft"
3931.0;"Management";"soft"
3932.0;"Management";"soft"
3933.0;"Management";"soft"
3934.0;"Management";"soft"
3935.0;"Management";"soft"
3937.0;"Management";"soft"
3940.0;"Management";"soft"
3942.0;"Management";"soft"
3944.0;"Management";"soft"
3946.0;"Management";"soft"
3948.0;"Management";"soft"
3949.0;"Management";"soft"
3951.0;"Management";"soft"
3954.0;"Management";"soft"
3956.0;"Management";"soft"
3957.0;"Management";"soft"
3958.0;"Management";"soft"
3960.0;"Management";"soft"
3962.0;"Management";"soft"
3965.0;"Management";"soft"
3967.0;"Management";"soft"
3968.0;"Management";"soft"
3971.0;"Management";"soft"
3974.0;"Management";"soft"
3981.0;"Management";"soft"
3983.0;"Management";"soft"
3984.0;"Management";"soft"
3985.0;"Management";"soft"
3986.0;"Management";"soft"
3987.0;"Management";"soft"
3988.0;"Management";"soft"
3989.0;"Management";"soft"
3990.0;"Management";"soft"
3991.0;"Management";"soft"
3992.0;"Management";"soft"
3994.0;"Management";"soft"
3996.0;"Management";"soft"
3997.0;"Management";"soft"
3998.0;"Management";"soft"
3999.0;"Management";"soft"
4000.0;"Management";"soft"
4001.0;"Management";"soft"
4002.0;"Management";"soft"
4003.0;"Management";"soft"
4005.0;"Management";"soft"
4006.0;"Management";"soft"
4007.0;"Management";"soft"
4008.0;"Management";"soft"
4009.0;"Management";"soft"
4012.0;"Management";"soft"
4014.0;"Management";"soft"
4018.0;"Management";"soft"
4019.0;"Management";"soft"
4020.0;"Management";"soft"
4024.0;"Management";"soft"
4025.0;"Management";"soft"
4026.0;"Management";"soft"
4027.0;"Management";"soft"
4028.0;"Management";"soft"
4029.0;"Management";"soft"
4030.0;"Management";"soft"
4031.0;"Management";"soft"
4032.0;"Management";"soft"
4033.0;"Management";"soft"
4034.0;"Management";"soft"
4039.0;"Management";"soft"
4040.0;"Management";"soft"
4043.0;"Management";"soft"
4044.0;"Management";"soft"
4045.0;"Management";"soft"
4046.0;"Management";"soft"
4047.0;"Management";"soft"
4050.0;"Management";"soft"
4052.0;"Management";"soft"
4053.0;"Management";"soft"
4054.0;"Management";"soft"
4055.0;"Management";"soft"
4056.0;"Management";"soft"
4057.0;"Management";"soft"
4060.0;"Management";"soft"
4061.0;"Management";"soft"
4062.0;"Management";"soft"
4064.0;"Management";"soft"
4065.0;"Management";"soft"
4068.0;"Management";"soft"
4069.0;"Management";"soft"
4070.0;"Management";"soft"
4071.0;"Management";"soft"
4072.0;"Management";"soft"
4076.0;"Management";"soft"
4077.0;"Management";"soft"
4078.0;"Management";"soft"
4079.0;"Management";"soft"
4080.0;"Management";"soft"
4081.0;"Management";"soft"
4082.0;"Management";"soft"
4084.0;"Management";"soft"
4086.0;"Management";"soft"
4087.0;"Management";"soft"
4089.0;"Management";"soft"
4092.0;"Management";"soft"
4093.0;"Management";"soft"
4094.0;"Management";"soft"
4095.0;"Management";"soft"
4098.0;"Management";"soft"
4099.0;"Management";"soft"
4100.0;"Management";"soft"
4101.0;"Management";"soft"
4102.0;"Management";"soft"
4103.0;"Management";"soft"
4104.0;"Management";"soft"
4108.0;"Management";"soft"
4110.0;"Management";"soft"
4114.0;"Management";"soft"
4116.0;"Management";"soft"
4118.0;"Management";"soft"
4119.0;"Management";"soft"
4120.0;"Management";"soft"
4122.0;"Management";"soft"
4124.0;"Management";"soft"
4126.0;"Management";"soft"
4127.0;"Management";"soft"
4129.0;"Management";"soft"
4130.0;"Management";"soft"
4131.0;"Management";"soft"
4132.0;"Management";"soft"
4133.0;"Management";"soft"
4134.0;"Management";"soft"
4137.0;"Management";"soft"
4143.0;"Management";"soft"
4145.0;"Management";"soft"
4146.0;"Management";"soft"
4149.0;"Management";"soft"
4150.0;"Management";"soft"
4151.0;"Management";"soft"
4152.0;"Management";"soft"
4157.0;"Management";"soft"
4158.0;"Management";"soft"
4160.0;"Management";"soft"
4162.0;"Management";"soft"
4164.0;"Management";"soft"
4168.0;"Management";"soft"
4169.0;"Management";"soft"
4171.0;"Management";"soft"
4172.0;"Management";"soft"
4174.0;"Management";"soft"
4175.0;"Management";"soft"
4177.0;"Management";"soft"
4178.0;"Management";"soft"
4183.0;"Management";"soft"
4185.0;"Management";"soft"
4186.0;"Management";"soft"
4187.0;"Management";"soft"
4188.0;"Management";"soft"
4189.0;"Management";"soft"
4190.0;"Management";"soft"
4191.0;"Management";"soft"
4192.0;"Management";"soft"
4193.0;"Management";"soft"
4194.0;"Management";"soft"
4196.0;"Management";"soft"
4197.0;"Management";"soft"
4198.0;"Management";"soft"
4199.0;"Management";"soft"
4200.0;"Management";"soft"
4202.0;"Management";"soft"
4205.0;"Management";"soft"
4207.0;"Management";"soft"
4208.0;"Management";"soft"
4209.0;"Management";"soft"
4210.0;"Management";"soft"
4213.0;"Management";"soft"
4214.0;"Management";"soft"
4215.0;"Management";"soft"
4217.0;"Management";"soft"
4218.0;"Management";"soft"
4219.0;"Management";"soft"
4220.0;"Management";"soft"
4221.0;"Management";"soft"
4223.0;"Management";"soft"
4224.0;"Management";"soft"
4225.0;"Management";"soft"
4226.0;"Management";"soft"
4227.0;"Management";"soft"
4228.0;"Management";"soft"
4229.0;"Management";"soft"
4231.0;"Management";"soft"
4232.0;"Management";"soft"
4234.0;"Management";"soft"
4235.0;"Management";"soft"
4240.0;"Management";"soft"
4241.0;"Management";"soft"
4242.0;"Management";"soft"
4244.0;"Management";"soft"
4245.0;"Management";"soft"
4249.0;"Management";"soft"
4250.0;"Management";"soft"
4256.0;"Management";"soft"
4258.0;"Management";"soft"
4259.0;"Management";"soft"
4261.0;"Management";"soft"
4266.0;"Management";"soft"
4267.0;"Management";"soft"
4268.0;"Management";"soft"
4269.0;"Management";"soft"
4270.0;"Management";"soft"
4271.0;"Management";"soft"
4272.0;"Management";"soft"
4273.0;"Management";"soft"
4274.0;"Management";"soft"
4275.0;"Management";"soft"
4276.0;"Management";"soft"
4277.0;"Management";"soft"
4278.0;"Management";"soft"
4279.0;"Management";"soft"
4280.0;"Management";"soft"
4281.0;"Management";"soft"
4282.0;"Management";"soft"
4283.0;"Management";"soft"
4284.0;"Management";"soft"
4285.0;"Management";"soft"
4286.0;"Management";"soft"
4288.0;"Management";"soft"
4290.0;"Management";"soft"
4291.0;"Management";"soft"
4292.0;"Management";"soft"
4293.0;"Management";"soft"
4294.0;"Management";"soft"
4295.0;"Management";"soft"
4296.0;"Management";"soft"
4297.0;"Management";"soft"
4298.0;"Management";"soft"
4299.0;"Management";"soft"
4301.0;"Management";"soft"
4302.0;"Management";"soft"
4303.0;"Management";"soft"
4306.0;"Management";"soft"
4307.0;"Management";"soft"
4308.0;"Management";"soft"
4309.0;"Management";"soft"
4312.0;"Management";"soft"
4313.0;"Management";"soft"
4314.0;"Management";"soft"
4315.0;"Management";"soft"
4316.0;"Management";"soft"
4317.0;"Management";"soft"
4318.0;"Management";"soft"
4320.0;"Management";"soft"
4321.0;"Management";"soft"
4322.0;"Management";"soft"
4323.0;"Management";"soft"
4324.0;"Management";"soft"
4325.0;"Management";"soft"
4326.0;"Management";"soft"
4327.0;"Management";"soft"
4328.0;"Management";"soft"
4332.0;"Management";"soft"
4334.0;"Management";"soft"
4335.0;"Management";"soft"
4337.0;"Management";"soft"
4345.0;"Management";"soft"
4346.0;"Management";"soft"
4348.0;"Management";"soft"
4350.0;"Management";"soft"
4351.0;"Management";"soft"
4358.0;"Management";"soft"
4359.0;"Management";"soft"
4362.0;"Management";"soft"
4366.0;"Management";"soft"
4368.0;"Management";"soft"
4369.0;"Management";"soft"
4370.0;"Management";"soft"
4371.0;"Management";"soft"
4377.0;"Management";"soft"
4378.0;"Management";"soft"
4381.0;"Management";"soft"
4383.0;"Management";"soft"
4385.0;"Management";"soft"
4389.0;"Management";"soft"
4391.0;"Management";"soft"
4396.0;"Management";"soft"
4397.0;"Management";"soft"
4400.0;"Management";"soft"
4401.0;"Management";"soft"
4402.0;"Management";"soft"
4403.0;"Management";"soft"
4404.0;"Management";"soft"
4405.0;"Management";"soft"
4406.0;"Management";"soft"
4407.0;"Management";"soft"
4409.0;"Management";"soft"
4410.0;"Management";"soft"
4411.0;"Management";"soft"
4413.0;"Management";"soft"
4416.0;"Management";"soft"
4418.0;"Management";"soft"
4419.0;"Management";"soft"
4420.0;"Management";"soft"
4421.0;"Management";"soft"
4422.0;"Management";"soft"
4423.0;"Management";"soft"
4426.0;"Management";"soft"
4427.0;"Management";"soft"
4428.0;"Management";"soft"
4429.0;"Management";"soft"
4430.0;"Management";"soft"
4431.0;"Management";"soft"
4432.0;"Management";"soft"
4433.0;"Management";"soft"
4437.0;"Management";"soft"
4438.0;"Management";"soft"
4439.0;"Management";"soft"
4441.0;"Management";"soft"
4442.0;"Management";"soft"
4443.0;"Management";"soft"
4444.0;"Management";"soft"
4445.0;"Management";"soft"
4446.0;"Management";"soft"
4447.0;"Management";"soft"
4448.0;"Management";"soft"
4449.0;"Management";"soft"
4451.0;"Management";"soft"
4452.0;"Management";"soft"
4453.0;"Management";"soft"
4454.0;"Management";"soft"
4455.0;"Management";"soft"
4457.0;"Management";"soft"
4460.0;"Management";"soft"
4461.0;"Management";"soft"
4463.0;"Management";"soft"
4464.0;"Management";"soft"
4465.0;"Management";"soft"
4466.0;"Management";"soft"
4468.0;"Management";"soft"
4472.0;"Management";"soft"
4473.0;"Management";"soft"
4474.0;"Management";"soft"
4475.0;"Management";"soft"
4476.0;"Management";"soft"
4477.0;"Management";"soft"
4478.0;"Management";"soft"
4480.0;"Management";"soft"
4481.0;"Management";"soft"
4482.0;"Management";"soft"
4483.0;"Management";"soft"
4485.0;"Management";"soft"
4492.0;"Management";"soft"
4493.0;"Management";"soft"
4498.0;"Management";"soft"
4499.0;"Management";"soft"
4502.0;"Management";"soft"
4503.0;"Management";"soft"
4509.0;"Management";"soft"
4512.0;"Management";"soft"
4513.0;"Management";"soft"
4515.0;"Management";"soft"
4517.0;"Management";"soft"
4519.0;"Management";"soft"
4523.0;"Management";"soft"
4524.0;"Management";"soft"
4529.0;"Management";"soft"
